sl_no,image_id,fruit_name,label
6383,healthy_091,Mango,Healthy
6384,752,Mango,Healthy
6385,freshMango (140),Mango,Healthy
6386,652,Mango,Healthy
6387,freshMango (157),Mango,Healthy
6388,freshMango (113),Mango,Healthy
6389,freshMango (104),Mango,Healthy
6390,freshMango (164),Mango,Healthy
6391,freshMango (89),Mango,Healthy
6392,healthy_189,Mango,Healthy
6393,freshMango (183),Mango,Healthy
6394,925,Mango,Healthy
6395,139,Mango,Healthy
6396,251,Mango,Healthy
6397,freshMango (152),Mango,Healthy
6398,healthy_022,Mango,Healthy
6399,healthy_155,Mango,Healthy
6400,freshMango (102),Mango,Healthy
6401,freshMango (68),Mango,Healthy
6402,healthy_165,Mango,Healthy
6403,freshMango (354),Mango,Healthy
6404,healthy_049,Mango,Healthy
6405,848,Mango,Healthy
6406,freshMango (180),Mango,Healthy
6407,freshMango (61),Mango,Healthy
6408,healthy_027,Mango,Healthy
6409,freshMango (101),Mango,Healthy
6410,923,Mango,Healthy
6411,healthy_117,Mango,Healthy
6412,553,Mango,Healthy
6413,healthy_192,Mango,Healthy
6414,403,Mango,Healthy
6415,freshMango (230),Mango,Healthy
6416,freshMango (318),Mango,Healthy
6417,329,Mango,Healthy
6418,379,Mango,Healthy
6419,960,Mango,Healthy
6420,300,Mango,Healthy
6421,14,Mango,Healthy
6422,freshMango (27),Mango,Healthy
6423,562,Mango,Healthy
6424,freshMango (63),Mango,Healthy
6425,936,Mango,Healthy
6426,53,Mango,Healthy
6427,727,Mango,Healthy
6428,healthy_015,Mango,Healthy
6429,676,Mango,Healthy
6430,freshMango (56),Mango,Healthy
6431,323,Mango,Healthy
6432,freshMango (191),Mango,Healthy
6433,313,Mango,Healthy
6434,858,Mango,Healthy
6435,717,Mango,Healthy
6436,freshMango (196),Mango,Healthy
6437,400,Mango,Healthy
6438,healthy_066,Mango,Healthy
6439,268,Mango,Healthy
6440,freshMango (174),Mango,Healthy
6441,freshMango (129),Mango,Healthy
6442,401,Mango,Healthy
6443,958,Mango,Healthy
6444,healthy_188,Mango,Healthy
6445,152,Mango,Healthy
6446,398,Mango,Healthy
6447,healthy_107,Mango,Healthy
6448,freshMango (44),Mango,Healthy
6449,40,Mango,Healthy
6450,healthy_093,Mango,Healthy
6451,436,Mango,Healthy
6452,freshMango (155),Mango,Healthy
6453,freshMango (373),Mango,Healthy
6454,762,Mango,Healthy
6455,198,Mango,Healthy
6456,388,Mango,Healthy
6457,freshMango (8),Mango,Healthy
6458,healthy_063,Mango,Healthy
6459,656,Mango,Healthy
6460,freshMango (120),Mango,Healthy
6461,freshMango (186),Mango,Healthy
6462,freshMango (158),Mango,Healthy
6463,freshMango (296),Mango,Healthy
6464,16,Mango,Healthy
6465,469,Mango,Healthy
6466,freshMango (96),Mango,Healthy
6467,997,Mango,Healthy
6468,healthy_104,Mango,Healthy
6469,867,Mango,Healthy
6470,943,Mango,Healthy
6471,freshMango (153),Mango,Healthy
6472,646,Mango,Healthy
6473,freshMango (348),Mango,Healthy
6474,628,Mango,Healthy
6475,freshMango (123),Mango,Healthy
6476,freshMango (50),Mango,Healthy
6477,freshMango (105),Mango,Healthy
6478,777,Mango,Healthy
6479,healthy_017,Mango,Healthy
6480,261,Mango,Healthy
6481,freshMango (341),Mango,Healthy
6482,985,Mango,Healthy
6483,786,Mango,Healthy
6484,freshMango (192),Mango,Healthy
6485,freshMango (14),Mango,Healthy
6486,127,Mango,Healthy
6487,freshMango (45),Mango,Healthy
6488,freshMango (42),Mango,Healthy
6489,freshMango (267),Mango,Healthy
6490,506,Mango,Healthy
6491,healthy_005,Mango,Healthy
6492,836,Mango,Healthy
6493,freshMango (131),Mango,Healthy
6494,freshMango (51),Mango,Healthy
6495,819,Mango,Healthy
6496,596,Mango,Healthy
6497,277,Mango,Healthy
6498,224,Mango,Healthy
6499,freshMango (96),Mango,Healthy
6500,689,Mango,Healthy
6501,freshMango (26),Mango,Healthy
6502,821,Mango,Healthy
6503,411,Mango,Healthy
6504,120,Mango,Healthy
6505,healthy_183,Mango,Healthy
6506,freshMango (8),Mango,Healthy
6507,100,Mango,Healthy
6508,freshMango (330),Mango,Healthy
6509,366,Mango,Healthy
6510,freshMango (36),Mango,Healthy
6511,369,Mango,Healthy
6512,healthy_087,Mango,Healthy
6513,530,Mango,Healthy
6514,24,Mango,Healthy
6515,262,Mango,Healthy
6516,healthy_089,Mango,Healthy
6517,842,Mango,Healthy
6518,healthy_045,Mango,Healthy
6519,316,Mango,Healthy
6520,982,Mango,Healthy
6521,healthy_109,Mango,Healthy
6522,freshMango (242),Mango,Healthy
6523,254,Mango,Healthy
6524,freshMango (168),Mango,Healthy
6525,freshMango (382),Mango,Healthy
6526,260,Mango,Healthy
6527,690,Mango,Healthy
6528,freshMango (187),Mango,Healthy
6529,457,Mango,Healthy
6530,freshMango (103),Mango,Healthy
6531,freshMango (32),Mango,Healthy
6532,freshMango (154),Mango,Healthy
6533,healthy_061,Mango,Healthy
6534,freshMango (134),Mango,Healthy
6535,90,Mango,Healthy
6536,520,Mango,Healthy
6537,761,Mango,Healthy
6538,freshMango (10),Mango,Healthy
6539,freshMango (58),Mango,Healthy
6540,189,Mango,Healthy
6541,810,Mango,Healthy
6542,freshMango (158),Mango,Healthy
6543,freshMango (169),Mango,Healthy
6544,freshMango (165),Mango,Healthy
6545,555,Mango,Healthy
6546,643,Mango,Healthy
6547,600,Mango,Healthy
6548,321,Mango,Healthy
6549,healthy_035,Mango,Healthy
6550,965,Mango,Healthy
6551,731,Mango,Healthy
6552,healthy_085,Mango,Healthy
6553,269,Mango,Healthy
6554,255,Mango,Healthy
6555,995,Mango,Healthy
6556,61,Mango,Healthy
6557,977,Mango,Healthy
6558,healthy_102,Mango,Healthy
6559,freshMango (110),Mango,Healthy
6560,889,Mango,Healthy
6561,918,Mango,Healthy
6562,769,Mango,Healthy
6563,844,Mango,Healthy
6564,healthy_059,Mango,Healthy
6565,freshMango (137),Mango,Healthy
6566,169,Mango,Healthy
6567,578,Mango,Healthy
6568,80,Mango,Healthy
6569,284,Mango,Healthy
6570,freshMango (81),Mango,Healthy
6571,303,Mango,Healthy
6572,freshMango (84),Mango,Healthy
6573,883,Mango,Healthy
6574,freshMango (156),Mango,Healthy
6575,218,Mango,Healthy
6576,healthy_065,Mango,Healthy
6577,54,Mango,Healthy
6578,freshMango (61),Mango,Healthy
6579,192,Mango,Healthy
6580,freshMango (111),Mango,Healthy
6581,988,Mango,Healthy
6582,freshMango (94),Mango,Healthy
6583,freshMango (166),Mango,Healthy
6584,healthy_118,Mango,Healthy
6585,freshMango (178),Mango,Healthy
6586,766,Mango,Healthy
6587,healthy_197,Mango,Healthy
6588,freshMango (83),Mango,Healthy
6589,freshMango (251),Mango,Healthy
6590,568,Mango,Healthy
6591,freshMango (93),Mango,Healthy
6592,101,Mango,Healthy
6593,734,Mango,Healthy
6594,839,Mango,Healthy
6595,822,Mango,Healthy
6596,659,Mango,Healthy
6597,freshMango (142),Mango,Healthy
6598,716,Mango,Healthy
6599,67,Mango,Healthy
6600,835,Mango,Healthy
6601,freshMango (135),Mango,Healthy
6602,979,Mango,Healthy
6603,healthy_203,Mango,Healthy
6604,freshMango (50),Mango,Healthy
6605,877,Mango,Healthy
6606,healthy_084,Mango,Healthy
6607,415,Mango,Healthy
6608,915,Mango,Healthy
6609,70,Mango,Healthy
6610,589,Mango,Healthy
6611,healthy_120,Mango,Healthy
6612,863,Mango,Healthy
6613,freshMango (155),Mango,Healthy
6614,179,Mango,Healthy
6615,freshMango (227),Mango,Healthy
6616,freshMango (367),Mango,Healthy
6617,freshMango (181),Mango,Healthy
6618,freshMango (293),Mango,Healthy
6619,healthy_116,Mango,Healthy
6620,healthy_007,Mango,Healthy
6621,193,Mango,Healthy
6622,86,Mango,Healthy
6623,freshMango (380),Mango,Healthy
6624,351,Mango,Healthy
6625,452,Mango,Healthy
6626,freshMango (122),Mango,Healthy
6627,healthy_067,Mango,Healthy
6628,619,Mango,Healthy
6629,577,Mango,Healthy
6630,healthy_100,Mango,Healthy
6631,6,Mango,Healthy
6632,freshMango (71),Mango,Healthy
6633,485,Mango,Healthy
6634,563,Mango,Healthy
6635,healthy_003,Mango,Healthy
6636,68,Mango,Healthy
6637,freshMango (207),Mango,Healthy
6638,freshMango (19),Mango,Healthy
6639,healthy_082,Mango,Healthy
6640,freshMango (41),Mango,Healthy
6641,healthy_098,Mango,Healthy
6642,healthy_111,Mango,Healthy
6643,451,Mango,Healthy
6644,311,Mango,Healthy
6645,healthy_184,Mango,Healthy
6646,270,Mango,Healthy
6647,920,Mango,Healthy
6648,154,Mango,Healthy
6649,478,Mango,Healthy
6650,188,Mango,Healthy
6651,362,Mango,Healthy
6652,freshMango (340),Mango,Healthy
6653,444,Mango,Healthy
6654,freshMango (238),Mango,Healthy
6655,511,Mango,Healthy
6656,681,Mango,Healthy
6657,freshMango (28),Mango,Healthy
6658,freshMango (375),Mango,Healthy
6659,rottenPotato (21),Potato,Rotten
6660,rottenPotato (177),Potato,Rotten
6661,rottenPotato (265),Potato,Rotten
6662,rottenPotato (293),Potato,Rotten
6663,rottenPotato (27),Potato,Rotten
6664,rottenPotato (56),Potato,Rotten
6665,rottenPotato (31),Potato,Rotten
6666,rottenPotato (115),Potato,Rotten
6667,rottenPotato (28),Potato,Rotten
6668,rottenPotato (1),Potato,Rotten
6669,rottenPotato (262),Potato,Rotten
6670,rottenPotato (537),Potato,Rotten
6671,rottenPotato (182),Potato,Rotten
6672,rottenPotato (448),Potato,Rotten
6673,rottenPotato (358),Potato,Rotten
6674,rottenPotato (40),Potato,Rotten
6675,rottenPotato (462),Potato,Rotten
6676,rottenPotato (252),Potato,Rotten
6677,rottenPotato (460),Potato,Rotten
6678,rottenPotato (311),Potato,Rotten
6679,rottenPotato (11),Potato,Rotten
6680,rottenPotato (356),Potato,Rotten
6681,rottenPotato (147),Potato,Rotten
6682,rottenPotato (282),Potato,Rotten
6683,rottenPotato (526),Potato,Rotten
6684,rottenPotato (213),Potato,Rotten
6685,rottenPotato (74),Potato,Rotten
6686,rottenPotato (510),Potato,Rotten
6687,rottenPotato (551),Potato,Rotten
6688,rottenPotato (515),Potato,Rotten
6689,rottenPotato (499),Potato,Rotten
6690,rottenPotato (446),Potato,Rotten
6691,rottenPotato (399),Potato,Rotten
6692,rottenPotato (412),Potato,Rotten
6693,rottenPotato (266),Potato,Rotten
6694,rottenPotato (1),Potato,Rotten
6695,rottenPotato (300),Potato,Rotten
6696,rottenPotato (139),Potato,Rotten
6697,rottenPotato (379),Potato,Rotten
6698,rottenPotato (493),Potato,Rotten
6699,rottenPotato (186),Potato,Rotten
6700,rottenPotato (16),Potato,Rotten
6701,rottenPotato (370),Potato,Rotten
6702,rottenPotato (119),Potato,Rotten
6703,rottenPotato (198),Potato,Rotten
6704,rottenPotato (15),Potato,Rotten
6705,rottenPotato (365),Potato,Rotten
6706,rottenPotato (32),Potato,Rotten
6707,rottenPotato (475),Potato,Rotten
6708,rottenPotato (360),Potato,Rotten
6709,rottenPotato (250),Potato,Rotten
6710,rottenPotato (464),Potato,Rotten
6711,rottenPotato (92),Potato,Rotten
6712,rottenPotato (113),Potato,Rotten
6713,rottenPotato (581),Potato,Rotten
6714,rottenPotato (408),Potato,Rotten
6715,rottenPotato (163),Potato,Rotten
6716,rottenPotato (519),Potato,Rotten
6717,rottenPotato (321),Potato,Rotten
6718,rottenPotato (152),Potato,Rotten
6719,rottenPotato (48),Potato,Rotten
6720,rottenPotato (374),Potato,Rotten
6721,rottenPotato (427),Potato,Rotten
6722,rottenPotato (456),Potato,Rotten
6723,rottenPotato (359),Potato,Rotten
6724,rottenPotato (301),Potato,Rotten
6725,rottenPotato (437),Potato,Rotten
6726,rottenPotato (555),Potato,Rotten
6727,rottenPotato (257),Potato,Rotten
6728,rottenPotato (193),Potato,Rotten
6729,rottenPotato (531),Potato,Rotten
6730,rottenPotato (29),Potato,Rotten
6731,rottenPotato (507),Potato,Rotten
6732,rottenPotato (88),Potato,Rotten
6733,rottenPotato (450),Potato,Rotten
6734,rottenPotato (130),Potato,Rotten
6735,rottenPotato (323),Potato,Rotten
6736,rottenPotato (287),Potato,Rotten
6737,rottenPotato (577),Potato,Rotten
6738,rottenPotato (472),Potato,Rotten
6739,rottenPotato (37),Potato,Rotten
6740,rottenPotato (234),Potato,Rotten
6741,rottenPotato (327),Potato,Rotten
6742,rottenPotato (490),Potato,Rotten
6743,rottenPotato (254),Potato,Rotten
6744,rottenPotato (41),Potato,Rotten
6745,rottenPotato (223),Potato,Rotten
6746,rottenPotato (489),Potato,Rotten
6747,rottenPotato (60),Potato,Rotten
6748,rottenPotato (285),Potato,Rotten
6749,rottenPotato (237),Potato,Rotten
6750,rottenPotato (474),Potato,Rotten
6751,rottenPotato (302),Potato,Rotten
6752,rottenPotato (91),Potato,Rotten
6753,rottenPotato (441),Potato,Rotten
6754,rottenPotato (580),Potato,Rotten
6755,rottenPotato (219),Potato,Rotten
6756,rottenPotato (364),Potato,Rotten
6757,rottenPotato (320),Potato,Rotten
6758,rottenPotato (554),Potato,Rotten
6759,rottenPotato (569),Potato,Rotten
6760,rottenPotato (34),Potato,Rotten
6761,rottenPotato (473),Potato,Rotten
6762,rottenPotato (512),Potato,Rotten
6763,rottenPotato (268),Potato,Rotten
6764,rottenPotato (272),Potato,Rotten
6765,rottenPotato (289),Potato,Rotten
6766,rottenPotato (376),Potato,Rotten
6767,rottenPotato (413),Potato,Rotten
6768,rottenPotato (561),Potato,Rotten
6769,rottenPotato (391),Potato,Rotten
6770,rottenPotato (255),Potato,Rotten
6771,rottenPotato (332),Potato,Rotten
6772,rottenPotato (20),Potato,Rotten
6773,rottenPotato (415),Potato,Rotten
6774,rottenPotato (236),Potato,Rotten
6775,rottenPotato (104),Potato,Rotten
6776,rottenPotato (574),Potato,Rotten
6777,rottenPotato (2),Potato,Rotten
6778,rottenPotato (283),Potato,Rotten
6779,rottenPotato (539),Potato,Rotten
6780,rottenPotato (381),Potato,Rotten
6781,rottenPotato (136),Potato,Rotten
6782,rottenPotato (445),Potato,Rotten
6783,rottenPotato (228),Potato,Rotten
6784,rottenPotato (84),Potato,Rotten
6785,rottenPotato (565),Potato,Rotten
6786,rottenPotato (558),Potato,Rotten
6787,rottenPotato (54),Potato,Rotten
6788,rottenPotato (72),Potato,Rotten
6789,rottenPotato (481),Potato,Rotten
6790,rottenPotato (375),Potato,Rotten
6791,rottenPotato (256),Potato,Rotten
6792,rottenPotato (140),Potato,Rotten
6793,rottenPotato (227),Potato,Rotten
6794,rottenPotato (82),Potato,Rotten
6795,rottenPotato (425),Potato,Rotten
6796,rottenPotato (467),Potato,Rotten
6797,rottenPotato (161),Potato,Rotten
6798,rottenPotato (296),Potato,Rotten
6799,rottenPotato (513),Potato,Rotten
6800,rottenPotato (277),Potato,Rotten
6801,rottenPotato (386),Potato,Rotten
6802,rottenPotato (167),Potato,Rotten
6803,rottenPotato (443),Potato,Rotten
6804,rottenPotato (159),Potato,Rotten
6805,rottenPotato (411),Potato,Rotten
6806,rottenPotato (453),Potato,Rotten
6807,rottenPotato (562),Potato,Rotten
6808,rottenPotato (107),Potato,Rotten
6809,rottenPotato (582),Potato,Rotten
6810,rottenPotato (43),Potato,Rotten
6811,rottenPotato (556),Potato,Rotten
6812,rottenPotato (183),Potato,Rotten
6813,rottenPotato (253),Potato,Rotten
6814,rottenPotato (535),Potato,Rotten
6815,rottenPotato (288),Potato,Rotten
6816,rottenPotato (520),Potato,Rotten
6817,rottenPotato (141),Potato,Rotten
6818,rottenPotato (76),Potato,Rotten
6819,rottenPotato (384),Potato,Rotten
6820,rottenPotato (274),Potato,Rotten
6821,rottenPotato (191),Potato,Rotten
6822,rottenPotato (571),Potato,Rotten
6823,rottenPotato (170),Potato,Rotten
6824,rottenPotato (566),Potato,Rotten
6825,rottenPotato (449),Potato,Rotten
6826,rottenPotato (66),Potato,Rotten
6827,rottenPotato (63),Potato,Rotten
6828,rottenPotato (231),Potato,Rotten
6829,rottenPotato (444),Potato,Rotten
6830,rottenPotato (396),Potato,Rotten
6831,rottenPotato (284),Potato,Rotten
6832,rottenPotato (362),Potato,Rotten
6833,rottenPotato (314),Potato,Rotten
6834,rottenPotato (442),Potato,Rotten
6835,rottenPotato (207),Potato,Rotten
6836,rottenPotato (290),Potato,Rotten
6837,rottenPotato (30),Potato,Rotten
6838,rottenPotato (117),Potato,Rotten
6839,rottenPotato (286),Potato,Rotten
6840,rottenPotato (4),Potato,Rotten
6841,rottenPotato (201),Potato,Rotten
6842,rottenPotato (492),Potato,Rotten
6843,rottenPotato (342),Potato,Rotten
6844,rottenPotato (433),Potato,Rotten
6845,rottenPotato (303),Potato,Rotten
6846,rottenPotato (142),Potato,Rotten
6847,rottenPotato (220),Potato,Rotten
6848,rottenPotato (304),Potato,Rotten
6849,rottenPotato (180),Potato,Rotten
6850,rottenPotato (44),Potato,Rotten
6851,rottenPotato (497),Potato,Rotten
6852,rottenPotato (261),Potato,Rotten
6853,rottenPotato (339),Potato,Rotten
6854,rottenPotato (299),Potato,Rotten
6855,rottenPotato (488),Potato,Rotten
6856,rottenPotato (216),Potato,Rotten
6857,rottenPotato (35),Potato,Rotten
6858,rottenPotato (232),Potato,Rotten
6859,rottenPotato (101),Potato,Rotten
6860,rottenPotato (463),Potato,Rotten
6861,rottenPotato (337),Potato,Rotten
6862,rottenPotato (538),Potato,Rotten
6863,rottenPotato (150),Potato,Rotten
6864,rottenPotato (58),Potato,Rotten
6865,rottenPotato (3),Potato,Rotten
6866,rottenPotato (242),Potato,Rotten
6867,rottenPotato (6),Potato,Rotten
6868,rottenPotato (217),Potato,Rotten
6869,rottenPotato (544),Potato,Rotten
6870,rottenPotato (118),Potato,Rotten
6871,rottenPotato (471),Potato,Rotten
6872,rottenPotato (70),Potato,Rotten
6873,rottenPotato (134),Potato,Rotten
6874,rottenPotato (240),Potato,Rotten
6875,rottenPotato (10),Potato,Rotten
6876,rottenPotato (534),Potato,Rotten
6877,rottenPotato (194),Potato,Rotten
6878,rottenPotato (121),Potato,Rotten
6879,rottenPotato (69),Potato,Rotten
6880,rottenPotato (14),Potato,Rotten
6881,rottenPotato (233),Potato,Rotten
6882,rottenPotato (90),Potato,Rotten
6883,rottenPotato (511),Potato,Rotten
6884,rottenPotato (530),Potato,Rotten
6885,rottenPotato (338),Potato,Rotten
6886,rottenPotato (330),Potato,Rotten
6887,rottenPotato (108),Potato,Rotten
6888,rottenPotato (49),Potato,Rotten
6889,rottenPotato (17),Potato,Rotten
6890,rottenPotato (406),Potato,Rotten
6891,rottenPotato (457),Potato,Rotten
6892,rottenPotato (148),Potato,Rotten
6893,rottenPotato (318),Potato,Rotten
6894,rottenPotato (431),Potato,Rotten
6895,rottenPotato (568),Potato,Rotten
6896,rottenPotato (501),Potato,Rotten
6897,rottenPotato (401),Potato,Rotten
6898,rottenPotato (169),Potato,Rotten
6899,rottenPotato (517),Potato,Rotten
6900,rottenPotato (373),Potato,Rotten
6901,rottenPotato (273),Potato,Rotten
6902,rottenPotato (403),Potato,Rotten
6903,rottenPotato (579),Potato,Rotten
6904,rottenPotato (508),Potato,Rotten
6905,rottenPotato (157),Potato,Rotten
6906,rottenPotato (120),Potato,Rotten
6907,rottenPotato (549),Potato,Rotten
6908,rottenPotato (428),Potato,Rotten
6909,rottenPotato (466),Potato,Rotten
6910,rottenPotato (166),Potato,Rotten
6911,rottenPotato (57),Potato,Rotten
6912,rottenPotato (225),Potato,Rotten
6913,rottenPotato (25),Potato,Rotten
6914,rottenPotato (482),Potato,Rotten
6915,rottenPotato (158),Potato,Rotten
6916,rottenPotato (94),Potato,Rotten
6917,rottenPotato (275),Potato,Rotten
6918,rottenPotato (435),Potato,Rotten
6919,rottenPotato (280),Potato,Rotten
6920,rottenPotato (514),Potato,Rotten
6921,rottenPotato (235),Potato,Rotten
6922,rottenPotato (78),Potato,Rotten
6923,rottenPotato (306),Potato,Rotten
6924,rottenPotato (155),Potato,Rotten
6925,rottenPotato (439),Potato,Rotten
6926,rottenPotato (504),Potato,Rotten
6927,rottenPotato (369),Potato,Rotten
6928,rottenPotato (195),Potato,Rotten
6929,rottenPotato (420),Potato,Rotten
6930,rottenPotato (395),Potato,Rotten
6931,rottenPotato (357),Potato,Rotten
6932,rottenPotato (313),Potato,Rotten
6933,rottenPotato (222),Potato,Rotten
6934,rottenPotato (47),Potato,Rotten
6935,rottenPotato (95),Potato,Rotten
6936,rottenPotato (188),Potato,Rotten
6937,rottenPotato (329),Potato,Rotten
6938,rottenPotato (434),Potato,Rotten
6939,rottenPotato (52),Potato,Rotten
6940,rottenPotato (102),Potato,Rotten
6941,rottenPotato (468),Potato,Rotten
6942,rottenPotato (153),Potato,Rotten
6943,rottenPotato (385),Potato,Rotten
6944,rottenPotato (214),Potato,Rotten
6945,rottenPotato (405),Potato,Rotten
6946,rottenPotato (479),Potato,Rotten
6947,rottenPotato (172),Potato,Rotten
6948,rottenPotato (349),Potato,Rotten
6949,rottenPotato (51),Potato,Rotten
6950,rottenPotato (209),Potato,Rotten
6951,rottenPotato (390),Potato,Rotten
6952,rottenPotato (461),Potato,Rotten
6953,rottenPotato (114),Potato,Rotten
6954,rottenPotato (79),Potato,Rotten
6955,rottenPotato (190),Potato,Rotten
6956,rottenPotato (164),Potato,Rotten
6957,rottenPotato (363),Potato,Rotten
6958,rottenPotato (271),Potato,Rotten
6959,rottenPotato (109),Potato,Rotten
6960,rottenPotato (583),Potato,Rotten
6961,rottenPotato (96),Potato,Rotten
6962,rottenPotato (168),Potato,Rotten
6963,rottenPotato (221),Potato,Rotten
6964,rottenPotato (162),Potato,Rotten
6965,rottenPotato (459),Potato,Rotten
6966,rottenPotato (326),Potato,Rotten
6967,rottenPotato (125),Potato,Rotten
6968,rottenPotato (124),Potato,Rotten
6969,rottenPotato (36),Potato,Rotten
6970,rottenPotato (135),Potato,Rotten
6971,rottenPotato (83),Potato,Rotten
6972,rottenPotato (276),Potato,Rotten
6973,rottenPotato (176),Potato,Rotten
6974,rottenPotato (116),Potato,Rotten
6975,rottenPotato (351),Potato,Rotten
6976,rottenPotato (414),Potato,Rotten
6977,rottenPotato (298),Potato,Rotten
6978,rottenPotato (557),Potato,Rotten
6979,rottenPotato (564),Potato,Rotten
6980,rottenPotato (470),Potato,Rotten
6981,rottenPotato (89),Potato,Rotten
6982,rottenPotato (315),Potato,Rotten
6983,rottenPotato (368),Potato,Rotten
6984,rottenPotato (317),Potato,Rotten
6985,rottenPotato (421),Potato,Rotten
6986,rottenPotato (409),Potato,Rotten
6987,rottenPotato (348),Potato,Rotten
6988,rottenPotato (567),Potato,Rotten
6989,rottenPotato (206),Potato,Rotten
6990,rottenPotato (50),Potato,Rotten
6991,rottenPotato (436),Potato,Rotten
6992,rottenPotato (196),Potato,Rotten
6993,rottenPotato (543),Potato,Rotten
6994,rottenPotato (522),Potato,Rotten
6995,rottenPotato (137),Potato,Rotten
6996,rottenPotato (151),Potato,Rotten
6997,rottenPotato (334),Potato,Rotten
6998,rottenPotato (187),Potato,Rotten
6999,rottenPotato (458),Potato,Rotten
7000,rottenPotato (506),Potato,Rotten
7001,rottenPotato (154),Potato,Rotten
7002,rottenPotato (39),Potato,Rotten
7003,rottenPotato (350),Potato,Rotten
7004,rottenPotato (324),Potato,Rotten
7005,rottenPotato (149),Potato,Rotten
7006,rottenPotato (380),Potato,Rotten
7007,rottenPotato (377),Potato,Rotten
7008,rottenPotato (527),Potato,Rotten
7009,rottenPotato (165),Potato,Rotten
7010,rottenPotato (367),Potato,Rotten
7011,rottenPotato (59),Potato,Rotten
7012,rottenPotato (484),Potato,Rotten
7013,rottenPotato (215),Potato,Rotten
7014,rottenPotato (465),Potato,Rotten
7015,rottenPotato (259),Potato,Rotten
7016,rottenPotato (128),Potato,Rotten
7017,rottenPotato (545),Potato,Rotten
7018,rottenPotato (559),Potato,Rotten
7019,rottenPotato (529),Potato,Rotten
7020,rottenPotato (340),Potato,Rotten
7021,rottenPotato (179),Potato,Rotten
7022,rottenPotato (423),Potato,Rotten
7023,rottenPotato (99),Potato,Rotten
7024,rottenPotato (181),Potato,Rotten
7025,rottenPotato (312),Potato,Rotten
7026,rottenPotato (200),Potato,Rotten
7027,rottenPotato (87),Potato,Rotten
7028,rottenPotato (144),Potato,Rotten
7029,rottenPotato (19),Potato,Rotten
7030,rottenPotato (105),Potato,Rotten
7031,rottenPotato (218),Potato,Rotten
7032,rottenPotato (416),Potato,Rotten
7033,rottenPotato (523),Potato,Rotten
7034,rottenPotato (260),Potato,Rotten
7035,rottenPotato (278),Potato,Rotten
7036,rottenPotato (546),Potato,Rotten
7037,rottenPotato (173),Potato,Rotten
7038,rottenPotato (97),Potato,Rotten
7039,rottenPotato (75),Potato,Rotten
7040,rottenPotato (126),Potato,Rotten
7041,rottenPotato (451),Potato,Rotten
7042,rottenPotato (477),Potato,Rotten
7043,rottenPotato (263),Potato,Rotten
7044,rottenPotato (53),Potato,Rotten
7045,rottenPotato (224),Potato,Rotten
7046,rottenPotato (160),Potato,Rotten
7047,rottenPotato (518),Potato,Rotten
7048,rottenPotato (251),Potato,Rotten
7049,rottenPotato (270),Potato,Rotten
7050,rottenPotato (7),Potato,Rotten
7051,rottenPotato (85),Potato,Rotten
7052,rottenPotato (394),Potato,Rotten
7053,rottenPotato (309),Potato,Rotten
7054,rottenPotato (532),Potato,Rotten
7055,rottenPotato (516),Potato,Rotten
7056,rottenPotato (133),Potato,Rotten
7057,rottenPotato (55),Potato,Rotten
7058,rottenPotato (264),Potato,Rotten
7059,rottenPotato (247),Potato,Rotten
7060,rottenPotato (383),Potato,Rotten
7061,rottenPotato (352),Potato,Rotten
7062,rottenPotato (297),Potato,Rotten
7063,rottenPotato (77),Potato,Rotten
7064,rottenPotato (197),Potato,Rotten
7065,rottenPotato (344),Potato,Rotten
7066,rottenPotato (572),Potato,Rotten
7067,rottenPotato (400),Potato,Rotten
7068,rottenPotato (129),Potato,Rotten
7069,rottenPotato (389),Potato,Rotten
7070,rottenPotato (440),Potato,Rotten
7071,rottenPotato (81),Potato,Rotten
7072,rottenPotato (279),Potato,Rotten
7073,rottenPotato (447),Potato,Rotten
7074,rottenPotato (295),Potato,Rotten
7075,rottenPotato (38),Potato,Rotten
7076,rottenPotato (316),Potato,Rotten
7077,rottenPotato (452),Potato,Rotten
7078,rottenPotato (536),Potato,Rotten
7079,rottenPotato (366),Potato,Rotten
7080,rottenPotato (476),Potato,Rotten
7081,rottenPotato (410),Potato,Rotten
7082,rottenPotato (502),Potato,Rotten
7083,rottenPotato (503),Potato,Rotten
7084,rottenPotato (430),Potato,Rotten
7085,rottenPotato (346),Potato,Rotten
7086,rottenPotato (548),Potato,Rotten
7087,rottenPotato (249),Potato,Rotten
7088,rottenPotato (246),Potato,Rotten
7089,rottenPotato (267),Potato,Rotten
7090,rottenPotato (202),Potato,Rotten
7091,rottenPotato (208),Potato,Rotten
7092,rottenPotato (541),Potato,Rotten
7093,rottenPotato (570),Potato,Rotten
7094,rottenPotato (347),Potato,Rotten
7095,rottenPotato (110),Potato,Rotten
7096,rottenPotato (491),Potato,Rotten
7097,rottenPotato (174),Potato,Rotten
7098,rottenPotato (331),Potato,Rotten
7099,rottenPotato (122),Potato,Rotten
7100,rottenPotato (371),Potato,Rotten
7101,rottenPotato (210),Potato,Rotten
7102,rottenPotato (417),Potato,Rotten
7103,rottenPotato (192),Potato,Rotten
7104,rottenPotato (5),Potato,Rotten
7105,rottenPotato (42),Potato,Rotten
7106,rottenPotato (185),Potato,Rotten
7107,rottenPotato (67),Potato,Rotten
7108,rottenPotato (388),Potato,Rotten
7109,rottenPotato (189),Potato,Rotten
